,docket,term,quest_total,word_total,jquest_p,jquest_r,jwords_p,jwords_r,NYT,UnanVote,CloseVote,votes_total,dec_type,led,analu,fulldocket,us,sct,rec,party_1,party_2,lctdir,chief,natct,issue,value,dir,dis,win,vote,stwtdir,mardir,brndir,bwdir,jackdir,blkmdir,powdir,rehndir,stevdir,ocondir,scaldir,kendir,soutdir,thomdir,gindir,brydir,robtdir,altodir,stwtm,marm,brnm,bwm,burgm,blkmm,powm,rehnm,stevm,oconm,scalm,kenm,soutm,thomm,ginm,brym,robtm,altom,moa,win_oconnor,win_rehnquist,petac,respac,otherac,totalac,sgpet,sgresp,sgpetac,sgrespac,sgotherac,sgamicus,liberalac,conservac,sglibparty,sgconparty,sglibac,sgconac,no_cases,more_words,more_quest,WPerQR,WPerQP,USParty1,USParty2,civlib,economics,judpower,federalism,logno_cases,logquest_total,logword_total,Dummy94,term1979,term1980,term1981,term1982,term1983,term1984,term1985,term1986,term1987,term1988,term1989,term1990,term1991,term1992,term1993,term1994,term1995,term1996,term1997,term1998,term1999,term2000,term2001,term2002,term2003,term2004,term2005,term2006,term2007,counter,MQ,_Ilctdir_1,_IlctXMQ_1,OtherVote,USParty,log_quest_total,log_word_total,win_stevens,win_ginsburg,win_souter,win_breyer,win_kennedy,win_alito,win_roberts,win_scalia,win_thomas
1372,88-1203,1989,136,3222,71,65,1969,1253,0. no,0. no,0. no,9,1. orally argued signed opinion,107/0480,0. case citation,No. 88-1203,493/0165,,0,ER,EE,1. liberal,3. rehnquist,REHN3,851,9. judicial power,1. liberal,1. affirmed,Respondent Wins,72,NA,1. liberal,1. liberal,1. liberal,NA,1. liberal,NA,0. conservative,1. liberal,1. liberal,0. conservative,1. liberal,NA,NA,NA,NA,NA,NA,NA,1. majority,1. majority,1. majority,NA,1. majority,NA,0. dissent,1. majority,1. majority,0. dissent,1,NA,NA,NA,NA,NA,NA,BRN,0. Respondent,1. Petitioner,1,2,0,3,0,0,0,1,0,1,2,1,No,No,Yes,No,129,0. petitioner more words,0,19.27692223,27.73239517,0. no,0. no,0. no,0. no,1. yes,0. no,4.85981226,4.912654877,8.077757835,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.795000017,1,0.795000017,1,0. no,4.912654877,8.077757835,0. Respondent,NA,NA,NA,0. Respondent,NA,NA,1. Petitioner,NA
1373,88-1595,1989,77,1422,32,45,521,901,0. no,0. no,1. yes,9,1. orally argued signed opinion,108/0842,0. case citation,"No. 88-1595, No. 88-1771",494/0827,,0,MFR,STOCK,1. liberal,3. rehnquist,REHN3,617,8. economic activity,0. conservative,6. 5 + remanded,Petitioner Wins,54,NA,1. liberal,1. liberal,1. liberal,NA,1. liberal,NA,0. conservative,0. conservative,0. conservative,0. conservative,0. conservative,NA,NA,NA,NA,NA,NA,NA,0. dissent,0. dissent,0. dissent,NA,0. dissent,NA,1. majority,1. majority,1. majority,1. majority,1,NA,NA,NA,NA,NA,NA,REHN,1. Petitioner,1. Petitioner,0,0,0,0,0,0,0,0,0,0,0,0,No,No,No,No,129,1. respondent more words,1,20.02222252,16.28125,0. no,0. no,0. no,1. yes,0. no,0. no,4.85981226,4.343805313,7.259819508,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.795000017,1,0.795000017,0,0. no,4.343805313,7.259819508,1. Petitioner,NA,NA,NA,1. Petitioner,NA,NA,1. Petitioner,NA
1374,88-6677,1989,53,1275,25,28,762,513,1. yes,0. no,1. yes,9,1. orally argued signed opinion,108/0347,0. case citation,No. 88-6677,494/0407,,0,CC,SC,0. conservative,3. rehnquist,REHN3,13,1. criminal procedure,0. conservative,1. affirmed,Respondent Wins,54,NA,1. liberal,1. liberal,0. conservative,NA,1. liberal,NA,0. conservative,1. liberal,0. conservative,0. conservative,0. conservative,NA,NA,NA,NA,NA,NA,NA,0. dissent,0. dissent,1. majority,NA,0. dissent,NA,1. majority,0. dissent,1. majority,1. majority,1,NA,NA,NA,NA,NA,NA,REHN,0. Respondent,0. Respondent,0,0,0,0,0,0,0,0,0,0,0,0,No,No,No,No,129,0. petitioner more words,1,18.3214283,30.47999954,0. no,0. no,1. yes,0. no,0. no,0. no,4.85981226,3.970291853,7.150701523,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.795000017,0,0,0,0. no,3.970291853,7.150701523,1. Petitioner,NA,NA,NA,0. Respondent,NA,NA,0. Respondent,NA
1375,88-124,1989,68,1889,42,26,1204,685,0. no,0. no,0. no,9,1. orally argued signed opinion,107/0388,0. case citation,No. 88-124,493/0067,,0,UMEM,UNION,0. conservative,3. rehnquist,REHN3,563,7. unions,1. liberal,6. 5 + remanded,Petitioner Wins,72,NA,1. liberal,1. liberal,1. liberal,NA,1. liberal,NA,1. liberal,0. conservative,1. liberal,0. conservative,1. liberal,NA,NA,NA,NA,NA,NA,NA,1. majority,1. majority,1. majority,NA,1. majority,NA,1. majority,0. dissent,1. majority,0. dissent,1,NA,NA,NA,NA,NA,NA,REHN,1. Petitioner,1. Petitioner,3,0,0,3,0,0,1,0,0,1,3,0,No,No,Yes,No,129,0. petitioner more words,0,26.34615326,28.66666603,0. no,0. no,0. no,1. yes,0. no,0. no,4.85981226,4.219507694,7.543802738,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.795000017,0,0,1,0. no,4.219507694,7.543802738,0. Respondent,NA,NA,NA,1. Petitioner,NA,NA,0. Respondent,NA
1376,89-645,1989,134,2577,45,89,857,1720,0. no,0. no,0. no,9,1. orally argued signed opinion,111/0001,0. case citation,No. 89-645,497/0001,,0,OH GOEE,NEWS,1. liberal,3. rehnquist,REHN3,415,3. first amendment,0. conservative,3. reversed and remanded,Petitioner Wins,72,NA,1. liberal,1. liberal,0. conservative,NA,0. conservative,NA,0. conservative,0. conservative,0. conservative,0. conservative,0. conservative,NA,NA,NA,NA,NA,NA,NA,0. dissent,0. dissent,1. majority,NA,1. majority,NA,1. majority,1. majority,1. majority,1. majority,1,NA,NA,NA,NA,NA,NA,REHN,1. Petitioner,1. Petitioner,0,2,1,3,0,0,0,0,0,0,2,0,No,No,No,No,129,1. respondent more words,1,19.3258419,19.04444504,0. no,0. no,1. yes,0. no,0. no,0. no,4.85981226,4.897840023,7.854381084,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.795000017,1,0.795000017,1,0. no,4.897840023,7.854381084,1. Petitioner,NA,NA,NA,1. Petitioner,NA,NA,1. Petitioner,NA
1377,89-453,1989,107,2229,45,62,972,1257,1. yes,0. no,1. yes,9,1. orally argued signed opinion,111/0445,0. case citation,No. 89-453,497/0547,,0,TV,FCC,1. liberal,3. rehnquist,REHN3,223,2. civil rights,1. liberal,1. affirmed,Respondent Wins,54,NA,1. liberal,1. liberal,1. liberal,NA,1. liberal,NA,0. conservative,1. liberal,0. conservative,0. conservative,0. conservative,NA,NA,NA,NA,NA,NA,NA,1. majority,1. majority,1. majority,NA,1. majority,NA,0. dissent,1. majority,0. dissent,0. dissent,0,NA,NA,NA,NA,NA,NA,BRN,1. Petitioner,1. Petitioner,6,12,2,20,0,0,1,0,0,1,12,6,No,No,No,Yes,129,1. respondent more words,1,20.27419281,21.60000038,0. no,1. yes,1. yes,0. no,0. no,0. no,4.85981226,4.672828674,7.709308147,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.795000017,1,0.795000017,0,1. yes,4.672828674,7.709308147,0. Respondent,NA,NA,NA,1. Petitioner,NA,NA,1. Petitioner,NA
1378,88-1000,1989,136,2434,89,47,1215,1219,0. no,0. no,1. yes,9,1. orally argued signed opinion,109/0013,0. case citation,No. 88-1000,495/0014,,0,NY,AC,1. liberal,3. rehnquist,REHN3,16,1. criminal procedure,0. conservative,2. reversed,Petitioner Wins,54,NA,1. liberal,1. liberal,0. conservative,NA,1. liberal,NA,0. conservative,1. liberal,0. conservative,0. conservative,0. conservative,NA,NA,NA,NA,NA,NA,NA,0. dissent,0. dissent,1. majority,NA,0. dissent,NA,1. majority,0. dissent,1. majority,1. majority,1,NA,NA,NA,NA,NA,NA,REHN,1. Petitioner,1. Petitioner,3,1,0,4,0,0,1,0,0,1,1,3,No,No,No,Yes,129,1. respondent more words,0,25.93617058,13.65168571,0. no,0. no,1. yes,0. no,0. no,0. no,4.85981226,4.912654877,7.797291279,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.795000017,1,0.795000017,0,0. no,4.912654877,7.797291279,0. Respondent,NA,NA,NA,1. Petitioner,NA,NA,1. Petitioner,NA
1379,89-742,1989,58,1575,31,27,561,1014,0. no,1. yes,0. no,9,1. orally argued signed opinion,111/0030,0. case citation,No. 89-742,497/0037,,0,TX,CC,1. liberal,3. rehnquist,REHN3,80,1. criminal procedure,0. conservative,2. reversed,Petitioner Wins,90,NA,0. conservative,0. conservative,0. conservative,NA,0. conservative,NA,0. conservative,0. conservative,0. conservative,0. conservative,0. conservative,NA,NA,NA,NA,NA,NA,NA,1. majority,1. majority,1. majority,NA,1. majority,NA,1. majority,1. majority,1. majority,1. majority,1,NA,NA,NA,NA,NA,NA,REHN,1. Petitioner,1. Petitioner,1,0,1,2,0,0,1,0,0,1,0,1,No,No,No,Yes,129,1. respondent more words,0,37.55555725,18.09677505,0. no,0. no,1. yes,0. no,0. no,0. no,4.85981226,4.060442924,7.362010479,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.795000017,1,0.795000017,0,0. no,4.060442924,7.362010479,1. Petitioner,NA,NA,NA,1. Petitioner,NA,NA,1. Petitioner,NA
1380,88-2043,1989,89,1922,41,48,976,946,1. yes,0. no,1. yes,9,1. orally argued signed opinion,110/0455,0. case citation,No. 88-2043,496/0498,,0,VA OF,HOSPITAL,1. liberal,3. rehnquist,REHN3,808,9. judicial power,1. liberal,1. affirmed,Respondent Wins,54,NA,1. liberal,1. liberal,1. liberal,NA,1. liberal,NA,0. conservative,1. liberal,0. conservative,0. conservative,0. conservative,NA,NA,NA,NA,NA,NA,NA,1. majority,1. majority,1. majority,NA,1. majority,NA,0. dissent,1. majority,0. dissent,0. dissent,0,NA,NA,NA,NA,NA,NA,BRN,1. Petitioner,1. Petitioner,3,3,1,7,0,0,1,0,0,1,3,3,No,No,No,Yes,129,0. petitioner more words,1,19.70833397,23.80487823,0. no,0. no,0. no,0. no,1. yes,0. no,4.85981226,4.488636494,7.561121464,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.795000017,1,0.795000017,0,0. no,4.488636494,7.561121464,0. Respondent,NA,NA,NA,1. Petitioner,NA,NA,1. Petitioner,NA
1381,88-952,1989,65,2327,27,38,945,1382,0. no,1. yes,0. no,9,1. orally argued signed opinion,107/0290,0. case citation,No. 88-952,493/0052,,0,US,KOR,0. conservative,3. rehnquist,REHN3,507,4. due process,1. liberal,3. reversed and remanded,Petitioner Wins,90,NA,1. liberal,1. liberal,1. liberal,NA,1. liberal,NA,1. liberal,1. liberal,1. liberal,1. liberal,1. liberal,NA,NA,NA,NA,NA,NA,NA,1. majority,1. majority,1. majority,NA,1. majority,NA,1. majority,1. majority,1. majority,1. majority,1,NA,NA,NA,NA,NA,NA,REHN,1. Petitioner,1. Petitioner,0,2,0,2,1,0,0,0,0,0,0,2,Yes,No,No,No,129,1. respondent more words,1,36.36841965,35,1. yes,0. no,1. yes,0. no,0. no,0. no,4.85981226,4.174387455,7.752335072,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.795000017,0,0,0,1. yes,4.174387455,7.752335072,1. Petitioner,NA,NA,NA,1. Petitioner,NA,NA,1. Petitioner,NA
1382,88-1480,1989,108,1966,55,53,1182,784,0. no,0. no,1. yes,9,1. orally argued signed opinion,108/0047,0. case citation,No. 88-1480,494/0056,,0,INVESTOR,PRO,0. conservative,3. rehnquist,REHN3,636,8. economic activity,1. liberal,3. reversed and remanded,Petitioner Wins,54,NA,1. liberal,1. liberal,0. conservative,NA,1. liberal,NA,0. conservative,1. liberal,0. conservative,0. conservative,1. liberal,NA,NA,NA,NA,NA,NA,NA,1. majority,1. majority,0. dissent,NA,1. majority,NA,0. dissent,1. majority,0. dissent,0. dissent,1,NA,NA,NA,NA,NA,NA,BRN,0. Respondent,0. Respondent,3,0,0,3,0,0,1,0,0,1,3,0,No,No,Yes,No,129,0. petitioner more words,0,14.79245281,21.49090958,0. no,0. no,0. no,1. yes,0. no,0. no,4.85981226,4.68213129,7.583756447,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.795000017,0,0,0,0. no,4.68213129,7.583756447,1. Petitioner,NA,NA,NA,1. Petitioner,NA,NA,0. Respondent,NA
1383,88-42,1989,75,2105,45,30,1452,653,0. no,0. no,0. no,9,1. orally argued signed opinion,107/0237,0. case citation,No. 88-42,493/0020,,0,FARMER,OR COUNT,0. conservative,3. rehnquist,REHN3,638,8. economic activity,0. conservative,1. affirmed,Respondent Wins,72,NA,1. liberal,1. liberal,0. conservative,NA,0. conservative,NA,0. conservative,0. conservative,0. conservative,0. conservative,0. conservative,NA,NA,NA,NA,NA,NA,NA,0. dissent,0. dissent,1. majority,NA,1. majority,NA,1. majority,1. majority,1. majority,1. majority,1,NA,NA,NA,NA,NA,NA,REHN,0. Respondent,0. Respondent,1,1,0,2,0,0,0,1,0,1,1,1,No,No,No,Yes,129,0. petitioner more words,0,21.76666641,32.26666641,0. no,0. no,0. no,1. yes,0. no,0. no,4.85981226,4.317488194,7.652070522,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.795000017,0,0,1,0. no,4.317488194,7.652070522,0. Respondent,NA,NA,NA,0. Respondent,NA,NA,0. Respondent,NA
1384,88-1932,1989,102,2199,50,52,1214,985,0. no,1. yes,0. no,9,1. orally argued signed opinion,109/0384,0. case citation,No. 88-1932,495/0385,,0,US,CC,0. conservative,3. rehnquist,REHN3,979,12. federal taxation,1. liberal,3. reversed and remanded,Petitioner Wins,90,NA,1. liberal,1. liberal,1. liberal,NA,1. liberal,NA,1. liberal,1. liberal,1. liberal,1. liberal,1. liberal,NA,NA,NA,NA,NA,NA,NA,1. majority,1. majority,1. majority,NA,1. majority,NA,1. majority,1. majority,1. majority,1. majority,1,NA,NA,NA,NA,NA,NA,REHN,1. Petitioner,1. Petitioner,0,0,0,0,1,0,0,0,0,0,0,0,Yes,No,No,No,129,0. petitioner more words,1,18.94230843,24.28000069,1. yes,0. no,0. no,1. yes,0. no,0. no,4.85981226,4.62497282,7.695757866,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.795000017,0,0,0,1. yes,4.62497282,7.695757866,1. Petitioner,NA,NA,NA,1. Petitioner,NA,NA,1. Petitioner,NA
1385,88-926,1989,52,1251,12,40,220,1031,0. no,0. no,1. yes,9,7. judgment of the court,109/0420,0. case citation,No. 88-926,495/0423,,0,ND,US,1. liberal,3. rehnquist,REHN3,930,10. federalism,0. conservative,2. reversed,Petitioner Wins,54,NA,1. liberal,1. liberal,0. conservative,NA,1. liberal,NA,0. conservative,0. conservative,0. conservative,0. conservative,1. liberal,NA,NA,NA,NA,NA,NA,NA,0. dissent,0. dissent,1. majority,NA,0. dissent,NA,1. majority,1. majority,1. majority,1. majority,0,NA,NA,NA,NA,NA,NA,REHN,1. Petitioner,1. Petitioner,3,0,0,3,0,1,0,0,0,0,0,3,Yes,No,No,No,129,1. respondent more words,1,25.77499962,18.33333397,0. no,1. yes,0. no,0. no,0. no,1. yes,4.85981226,3.951243639,7.131698608,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.795000017,1,0.795000017,0,1. yes,3.951243639,7.131698608,1. Petitioner,NA,NA,NA,0. Respondent,NA,NA,1. Petitioner,NA
1386,89-156,1989,146,2534,77,69,1278,1256,0. no,0. no,0. no,9,1. orally argued signed opinion,109/0588,0. case citation,No. 89-156,495/0552,,0,PA DEPT,BANKRUPT,1. liberal,3. rehnquist,REHN3,611,8. economic activity,1. liberal,1. affirmed,Respondent Wins,72,NA,1. liberal,1. liberal,1. liberal,NA,0. conservative,NA,1. liberal,1. liberal,0. conservative,1. liberal,1. liberal,NA,NA,NA,NA,NA,NA,NA,1. majority,1. majority,1. majority,NA,0. dissent,NA,1. majority,1. majority,0. dissent,1. majority,1,NA,NA,NA,NA,NA,NA,REHN,1. Petitioner,0. Respondent,4,0,0,4,0,0,1,0,0,1,0,4,No,No,No,Yes,129,0. petitioner more words,0,18.20289803,16.59740257,0. no,0. no,0. no,1. yes,0. no,0. no,4.85981226,4.983606815,7.837554455,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.795000017,1,0.795000017,1,0. no,4.983606815,7.837554455,0. Respondent,NA,NA,NA,0. Respondent,NA,NA,0. Respondent,NA
1387,88-1434,1989,96,1924,71,25,1350,574,1. yes,0. no,0. no,9,1. orally argued signed opinion,108/0023,0. case citation,No. 88-1434,494/0026,,0,LABR,UNION,1. liberal,3. rehnquist,REHN3,721,9. judicial power,1. liberal,1. affirmed,Respondent Wins,72,NA,1. liberal,1. liberal,0. conservative,NA,1. liberal,NA,0. conservative,1. liberal,1. liberal,1. liberal,1. liberal,NA,NA,NA,NA,NA,NA,NA,1. majority,1. majority,0. dissent,NA,1. majority,NA,0. dissent,1. majority,1. majority,1. majority,1,NA,NA,NA,NA,NA,NA,BRN,0. Respondent,1. Petitioner,4,1,0,5,1,0,0,0,0,0,1,4,No,Yes,No,No,129,0. petitioner more words,0,22.95999908,19.01408386,1. yes,0. no,0. no,0. no,1. yes,0. no,4.85981226,4.564348221,7.562161446,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.795000017,1,0.795000017,1,1. yes,4.564348221,7.562161446,0. Respondent,NA,NA,NA,0. Respondent,NA,NA,0. Respondent,NA
1388,88-599,1989,145,3122,54,91,1269,1853,1. yes,0. no,0. no,9,1. orally argued signed opinion,108/0178,0. case citation,No. 88-599,494/0210,,0,WA,PRISONER,1. liberal,3. rehnquist,REHN3,504,4. due process,0. conservative,3. reversed and remanded,Petitioner Wins,63,NA,1. liberal,1. liberal,0. conservative,NA,0. conservative,NA,0. conservative,1. liberal,0. conservative,0. conservative,0. conservative,NA,NA,NA,NA,NA,NA,NA,0. dissent,0. dissent,1. majority,NA,1. majority,NA,1. majority,0. dissent,1. majority,1. majority,1,NA,NA,NA,NA,NA,NA,REHN,1. Petitioner,1. Petitioner,3,3,3,9,0,0,1,0,0,1,3,3,No,No,No,Yes,129,1. respondent more words,1,20.36263657,23.5,0. no,0. no,1. yes,0. no,0. no,0. no,4.85981226,4.976733685,8.046229362,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.795000017,1,0.795000017,1,0. no,4.976733685,8.046229362,0. Respondent,NA,NA,NA,1. Petitioner,NA,NA,1. Petitioner,NA
1389,88-1264,1989,55,2018,27,28,769,1249,1. yes,0. no,1. yes,9,1. orally argued signed opinion,108/0415,0. case citation,No. 88-1264,494/0484,,0,OK,CC,1. liberal,3. rehnquist,REHN3,13,1. criminal procedure,0. conservative,2. reversed,Petitioner Wins,54,NA,1. liberal,1. liberal,0. conservative,NA,1. liberal,NA,0. conservative,1. liberal,0. conservative,0. conservative,0. conservative,NA,NA,NA,NA,NA,NA,NA,0. dissent,0. dissent,1. majority,NA,0. dissent,NA,1. majority,0. dissent,1. majority,1. majority,1,NA,NA,NA,NA,NA,NA,REHN,1. Petitioner,1. Petitioner,0,0,1,1,0,0,0,0,0,0,0,0,No,No,No,No,129,1. respondent more words,1,44.6071434,28.48148155,0. no,0. no,1. yes,0. no,0. no,0. no,4.85981226,4.007333279,7.609862328,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.795000017,1,0.795000017,0,0. no,4.007333279,7.609862328,0. Respondent,NA,NA,NA,1. Petitioner,NA,NA,1. Petitioner,NA
1390,88-1476,1989,142,2601,59,83,1281,1320,0. no,0. no,1. yes,9,1. orally argued signed opinion,108/0157,0. case citation,No. 88-1476,494/0185,,0,BUSINESS,BUSINESS,1. liberal,3. rehnquist,REHN3,851,9. judicial power,0. conservative,3. reversed and remanded,Petitioner Wins,54,NA,1. liberal,1. liberal,0. conservative,NA,1. liberal,NA,0. conservative,0. conservative,1. liberal,0. conservative,0. conservative,NA,NA,NA,NA,NA,NA,NA,0. dissent,0. dissent,1. majority,NA,0. dissent,NA,1. majority,1. majority,0. dissent,1. majority,1,NA,NA,NA,NA,NA,NA,REHN,0. Respondent,1. Petitioner,0,0,0,0,0,0,0,0,0,0,0,0,No,No,No,No,129,1. respondent more words,1,15.90361404,21.71186447,0. no,0. no,0. no,0. no,1. yes,0. no,4.85981226,4.955827236,7.863651276,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.795000017,1,0.795000017,0,0. no,4.955827236,7.863651276,1. Petitioner,NA,NA,NA,1. Petitioner,NA,NA,1. Petitioner,NA
1391,89-213,1989,134,2999,77,57,1687,1312,1. yes,0. no,0. no,9,1. orally argued signed opinion,110/0528,0. case citation,No. 89-213,496/0582,,0,PA,AC,1. liberal,3. rehnquist,REHN3,22,1. criminal procedure,0. conservative,4. vacated and remanded,Petitioner Wins,81,NA,1. liberal,0. conservative,0. conservative,NA,0. conservative,NA,0. conservative,0. conservative,0. conservative,0. conservative,0. conservative,NA,NA,NA,NA,NA,NA,NA,0. dissent,1. majority,1. majority,NA,1. majority,NA,1. majority,1. majority,1. majority,1. majority,1,NA,NA,NA,NA,NA,NA,REHN,1. Petitioner,1. Petitioner,1,0,0,1,0,0,1,0,0,1,0,1,No,No,No,Yes,129,0. petitioner more words,0,23.01754379,21.90909004,0. no,0. no,1. yes,0. no,0. no,0. no,4.85981226,4.897840023,8.006033897,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.795000017,1,0.795000017,1,0. no,4.897840023,8.006033897,1. Petitioner,NA,NA,NA,1. Petitioner,NA,NA,1. Petitioner,NA
1392,88-805,1989,52,1021,31,21,599,422,1. yes,0. no,0. no,9,1. orally argued signed opinion,111/0405,0. case citation,No. 88-805,497/0502,,0,OH,HEAL,1. liberal,3. rehnquist,REHN3,533,5. privacy,0. conservative,2. reversed,Petitioner Wins,63,NA,1. liberal,1. liberal,0. conservative,NA,1. liberal,NA,0. conservative,0. conservative,0. conservative,0. conservative,0. conservative,NA,NA,NA,NA,NA,NA,NA,0. dissent,0. dissent,1. majority,NA,0. dissent,NA,1. majority,1. majority,1. majority,1. majority,1,NA,NA,NA,NA,NA,NA,REHN,1. Petitioner,1. Petitioner,6,3,4,13,0,0,0,0,0,0,3,6,No,No,No,No,129,0. petitioner more words,0,20.09523773,19.32258034,0. no,0. no,1. yes,0. no,0. no,0. no,4.85981226,3.951243639,6.928537846,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.795000017,1,0.795000017,1,0. no,3.951243639,6.928537846,1. Petitioner,NA,NA,NA,1. Petitioner,NA,NA,1. Petitioner,NA
1393,89-5383,1989,121,2392,61,60,1146,1246,0. no,1. yes,0. no,9,1. orally argued signed opinion,110/0332,0. case citation,No. 89-5383,496/0356,,0,STUDENT,FLSCHDIS,0. conservative,3. rehnquist,REHN3,939,10. federalism,1. liberal,3. reversed and remanded,Petitioner Wins,90,NA,1. liberal,1. liberal,1. liberal,NA,1. liberal,NA,1. liberal,1. liberal,1. liberal,1. liberal,1. liberal,NA,NA,NA,NA,NA,NA,NA,1. majority,1. majority,1. majority,NA,1. majority,NA,1. majority,1. majority,1. majority,1. majority,1,NA,NA,NA,NA,NA,NA,REHN,1. Petitioner,1. Petitioner,0,2,0,2,0,0,0,0,0,0,0,2,No,No,No,No,129,1. respondent more words,0,20.76666641,18.78688431,0. no,0. no,0. no,0. no,0. no,1. yes,4.85981226,4.795790672,7.779885292,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.795000017,0,0,0,0. no,4.795790672,7.779885292,1. Petitioner,NA,NA,NA,1. Petitioner,NA,NA,1. Petitioner,NA
1394,88-1993,1989,119,3190,68,51,1856,1334,0. no,1. yes,0. no,9,1. orally argued signed opinion,108/0572,0. case citation,No. 88-1993,494/0624,,0,FL,WITNESS,1. liberal,3. rehnquist,REHN3,401,3. first amendment,1. liberal,1. affirmed,Respondent Wins,90,NA,1. liberal,1. liberal,1. liberal,NA,1. liberal,NA,1. liberal,1. liberal,1. liberal,1. liberal,1. liberal,NA,NA,NA,NA,NA,NA,NA,1. majority,1. majority,1. majority,NA,1. majority,NA,1. majority,1. majority,1. majority,1. majority,1,NA,NA,NA,NA,NA,NA,REHN,0. Respondent,0. Respondent,1,2,2,5,0,0,0,0,0,0,2,1,No,No,No,No,129,0. petitioner more words,0,26.15686226,27.29411697,0. no,0. no,1. yes,0. no,0. no,0. no,4.85981226,4.779123306,8.067775726,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.795000017,1,0.795000017,0,0. no,4.779123306,8.067775726,0. Respondent,NA,NA,NA,0. Respondent,NA,NA,0. Respondent,NA
1395,88-1725,1989,118,2708,60,58,1426,1282,0. no,1. yes,0. no,9,1. orally argued signed opinion,109/0074,0. case citation,No. 88-1725,495/0082,,0,IP,ATTY,1. liberal,3. rehnquist,REHN3,542,6. attorneys,1. liberal,1. affirmed,Respondent Wins,90,NA,1. liberal,1. liberal,1. liberal,NA,1. liberal,NA,1. liberal,1. liberal,1. liberal,1. liberal,1. liberal,NA,NA,NA,NA,NA,NA,NA,1. majority,1. majority,1. majority,NA,1. majority,NA,1. majority,1. majority,1. majority,1. majority,1,NA,NA,NA,NA,NA,NA,REHN,0. Respondent,0. Respondent,0,1,0,1,0,0,0,0,0,0,1,0,No,No,No,No,129,0. petitioner more words,0,22.10344887,23.76666641,0. no,0. no,1. yes,0. no,0. no,0. no,4.85981226,4.770684719,7.903965473,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.795000017,1,0.795000017,0,0. no,4.770684719,7.903965473,0. Respondent,NA,NA,NA,0. Respondent,NA,NA,0. Respondent,NA
